/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/center_2024_01_30_14_54_51_599.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/left_2024_01_30_14_54_51_599.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/right_2024_01_30_14_54_51_599.jpg,0,0,0,1.865316E-07
/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/center_2024_01_30_14_54_51_666.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/left_2024_01_30_14_54_51_666.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/right_2024_01_30_14_54_51_666.jpg,0,0,0,1.932016E-07
/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/center_2024_01_30_14_54_51_742.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/left_2024_01_30_14_54_51_742.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/right_2024_01_30_14_54_51_742.jpg,0,0,0,4.885972E-06
/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/center_2024_01_30_14_54_51_811.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/left_2024_01_30_14_54_51_811.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/right_2024_01_30_14_54_51_811.jpg,0,0,0,4.985798E-06
/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/center_2024_01_30_14_54_51_887.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/left_2024_01_30_14_54_51_887.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/right_2024_01_30_14_54_51_887.jpg,0,0,0,2.67792E-07
/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/center_2024_01_30_14_54_51_963.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/left_2024_01_30_14_54_51_963.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/right_2024_01_30_14_54_51_963.jpg,0,0,0,4.952475E-06
/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/center_2024_01_30_14_54_52_039.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/left_2024_01_30_14_54_52_039.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/right_2024_01_30_14_54_52_039.jpg,0,0,0,4.985821E-06
/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/center_2024_01_30_14_54_52_114.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/left_2024_01_30_14_54_52_114.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/right_2024_01_30_14_54_52_114.jpg,0,0,0,4.952583E-06
/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/center_2024_01_30_14_54_52_190.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/left_2024_01_30_14_54_52_190.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/right_2024_01_30_14_54_52_190.jpg,0,0,0,1.84857E-07
/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/center_2024_01_30_14_54_52_267.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/left_2024_01_30_14_54_52_267.jpg,/Users/esimon/Eszter/Udemy/Complete_Self_Driving_Course/behaviour_cloning/Data/IMG/right_2024_01_30_14_54_52_267.jpg,0,0,0,4.852745E-06
